Data,Vendas,Receita,Despesas_de_Marketing,Numero_de_Clientes,Canal_de_Venda,Regiao,Produto
2023-01-03,12.643740887262904,-1.6275109352845156,-1.6356259112737095,30,Mídia Social,East,Alimentos
2023-01-03,4.643740887262904,6.372489064715484,3.3643740887262905,34,Loja Física,North,Alimentos
2023-01-03,12.643740887262904,-8.627510935284516,-0.6356259112737096,31,Mídia Social,Centro-Oeste,Alimentos
2023-01-03,11.643740887262904,23.372489064715484,0.3643740887262904,31,Loja Física,East,Eletrônicos
2023-01-03,3.643740887262904,11.372489064715484,2.3643740887262905,30,Mídia Social,North,Alimentos
2023-01-03,3.643740887262904,-0.6275109352845156,-0.6356259112737096,30,E-commerce,Centro-Oeste,Cosméticos
2023-01-03,7.643740887262904,3.3724890647154844,3.3643740887262905,33,Loja Física,Centro-Oeste,Roupas
2023-01-03,5.643740887262904,-0.6275109352845156,-1.6356259112737095,34,E-commerce,South,Eletrônicos
2023-01-03,11.643740887262904,-10.627510935284516,-4.63562591127371,33,E-commerce,East,Livros
2023-01-03,10.643740887262904,3.3724890647154844,-3.6356259112737095,30,Loja Física,South,Eletrônicos
2023-01-03,10.643740887262904,0.3724890647154844,-1.6356259112737095,33,Mídia Social,South,Livros
2023-01-04,8.856465720907387,11.627758865088865,-0.6143534279092612,40,Mídia Social,South,Roupas
2023-01-04,3.856465720907388,-9.372241134911135,-4.614353427909261,43,E-commerce,North,Roupas
2023-01-04,4.856465720907388,15.627758865088865,2.3856465720907387,42,E-commerce,Centro-Oeste,Roupas
2023-01-04,9.856465720907387,22.627758865088865,-3.6143534279092613,43,Loja Física,Centro-Oeste,Cosméticos
2023-01-04,9.856465720907387,20.627758865088865,4.385646572090739,40,Mídia Social,East,Roupas
2023-01-04,3.856465720907388,11.627758865088865,-1.6143534279092613,44,Loja Física,South,Cosméticos
2023-01-04,5.856465720907388,10.627758865088865,-4.614353427909261,40,Mídia Social,North,Livros
2023-01-04,3.856465720907388,-10.372241134911135,-3.6143534279092613,41,E-commerce,South,Alimentos
2023-01-04,10.856465720907387,16.627758865088865,2.3856465720907387,42,Loja Física,North,Cosméticos
2023-01-04,4.856465720907388,-0.37224113491113453,3.3856465720907387,44,Loja Física,East,Roupas
2023-01-04,12.856465720907387,-1.3722411349111345,1.3856465720907387,40,Mídia Social,Centro-Oeste,Livros
2023-01-04,6.856465720907388,-5.3722411349111345,-4.614353427909261,41,E-commerce,East,Alimentos
2023-01-05,7.06760457719898,-1.118874507361224,-1.593239542280102,54,Loja Física,South,Eletrônicos
2023-01-05,7.06760457719898,-2.118874507361224,-4.593239542280102,50,Loja Física,East,Eletrônicos
2023-01-05,9.067604577198981,3.881125492638776,0.40676045771989805,50,E-commerce,North,Roupas
2023-01-05,13.067604577198981,12.881125492638777,-2.593239542280102,51,E-commerce,Centro-Oeste,Livros
2023-01-05,8.067604577198981,2.881125492638776,4.406760457719898,52,E-commerce,South,Alimentos
2023-01-05,9.067604577198981,9.881125492638777,1.406760457719898,52,Loja Física,North,Eletrônicos
2023-01-05,4.06760457719898,16.881125492638777,1.406760457719898,52,Mídia Social,North,Roupas
2023-01-05,11.067604577198981,5.881125492638776,0.40676045771989805,53,Loja Física,Centro-Oeste,Livros
2023-01-05,12.067604577198981,12.881125492638777,-2.593239542280102,54,Mídia Social,East,Livros
2023-01-05,12.067604577198981,15.881125492638777,-4.593239542280102,53,E-commerce,East,Eletrônicos
2023-01-05,11.067604577198981,-15.118874507361223,-3.593239542280102,51,Mídia Social,South,Alimentos
2023-01-05,10.067604577198981,21.881125492638777,-2.593239542280102,53,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-06,10.276766475580935,-8.867880229302878,-3.5723233524419067,61,Mídia Social,North,Livros
2023-01-06,7.276766475580935,7.1321197706971216,-4.572323352441907,64,Loja Física,Centro-Oeste,Roupas
2023-01-06,12.276766475580935,-0.8678802293028784,-4.572323352441907,60,Loja Física,South,Livros
2023-01-06,5.276766475580935,-7.8678802293028784,2.4276766475580933,63,Loja Física,North,Alimentos
2023-01-06,7.276766475580935,-2.8678802293028784,-1.5723233524419065,62,E-commerce,South,Eletrônicos
2023-01-06,12.276766475580935,16.132119770697123,-4.572323352441907,60,E-commerce,East,Roupas
2023-01-06,11.276766475580935,-4.8678802293028784,-2.5723233524419067,61,Mídia Social,South,Alimentos
2023-01-06,8.276766475580935,20.132119770697123,3.4276766475580933,60,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-06,4.276766475580935,11.132119770697122,0.42767664755809354,64,E-commerce,Centro-Oeste,Alimentos
2023-01-06,8.276766475580935,-3.8678802293028784,-3.5723233524419067,63,Loja Física,East,Alimentos
2023-01-06,6.276766475580935,21.132119770697123,3.4276766475580933,60,E-commerce,North,Alimentos
2023-01-06,11.276766475580935,-10.867880229302878,-2.5723233524419067,64,Mídia Social,East,Roupas
2023-01-07,13.483564096367452,-10.619723084359059,3.4483564096367454,72,E-commerce,East,Livros
2023-01-07,7.483564096367451,1.3802769156409411,2.4483564096367454,70,Loja Física,East,Livros
2023-01-07,7.483564096367451,14.380276915640941,-4.551643590363255,73,E-commerce,South,Alimentos
2023-01-07,13.483564096367452,-6.619723084359059,1.4483564096367452,73,Loja Física,South,Alimentos
2023-01-07,10.483564096367452,18.38027691564094,-3.5516435903632546,74,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-07,11.483564096367452,1.3802769156409411,-4.551643590363255,70,E-commerce,North,Eletrônicos
2023-01-07,5.483564096367451,12.380276915640941,-3.5516435903632546,73,Mídia Social,South,Livros
2023-01-07,13.483564096367452,15.380276915640941,2.4483564096367454,72,Mídia Social,East,Cosméticos
2023-01-07,6.483564096367451,-10.619723084359059,1.4483564096367452,71,Loja Física,Centro-Oeste,Alimentos
2023-01-07,5.483564096367451,-5.619723084359059,-3.5516435903632546,72,E-commerce,Centro-Oeste,Eletrônicos
2023-01-07,7.483564096367451,-4.619723084359059,2.4483564096367454,71,Mídia Social,North,Roupas
2023-01-07,8.483564096367452,16.38027691564094,1.4483564096367452,74,Loja Física,North,Roupas
2023-01-08,7.687614497970566,-2.3748626024353205,0.46876144979705664,82,Loja Física,Centro-Oeste,Roupas
2023-01-08,13.687614497970566,21.62513739756468,1.4687614497970567,84,E-commerce,North,Roupas
2023-01-08,9.687614497970566,11.625137397564679,2.4687614497970567,81,Loja Física,South,Livros
2023-01-08,7.687614497970566,7.6251373975646795,-0.5312385502029433,84,E-commerce,South,Alimentos
2023-01-08,12.687614497970566,18.62513739756468,-3.5312385502029433,81,Loja Física,North,Cosméticos
2023-01-08,9.687614497970566,-6.3748626024353205,-1.5312385502029433,84,Mídia Social,Centro-Oeste,Alimentos
2023-01-08,8.687614497970566,11.625137397564679,2.4687614497970567,84,Mídia Social,South,Alimentos
2023-01-08,12.687614497970566,5.6251373975646795,-1.5312385502029433,83,E-commerce,Centro-Oeste,Eletrônicos
2023-01-08,8.687614497970566,-6.3748626024353205,-3.5312385502029433,81,Mídia Social,East,Alimentos
2023-01-08,7.687614497970566,22.62513739756468,-0.5312385502029433,81,Mídia Social,North,Roupas
2023-01-08,5.687614497970566,17.62513739756468,-0.5312385502029433,81,Loja Física,East,Livros
2023-01-08,13.687614497970566,9.625137397564679,1.4687614497970567,80,E-commerce,East,Roupas
2023-01-09,6.888539826019824,6.866247791223788,2.4888539826019827,92,Mídia Social,North,Roupas
2023-01-09,13.888539826019823,5.866247791223788,3.4888539826019827,90,Loja Física,North,Cosméticos
2023-01-09,5.888539826019824,-6.133752208776212,2.4888539826019827,91,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-09,7.888539826019824,5.866247791223788,-1.5111460173980176,93,Loja Física,South,Eletrônicos
2023-01-09,13.888539826019823,16.86624779122379,-3.5111460173980173,94,Loja Física,Centro-Oeste,Livros
2023-01-09,12.888539826019823,-11.133752208776212,3.4888539826019827,91,E-commerce,South,Cosméticos
2023-01-09,12.888539826019823,2.8662477912237883,-4.511146017398017,91,E-commerce,East,Alimentos
2023-01-09,7.888539826019824,5.866247791223788,4.488853982601983,90,Loja Física,East,Eletrônicos
2023-01-09,6.888539826019824,0.8662477912237883,4.488853982601983,90,Mídia Social,South,Roupas
2023-01-09,7.888539826019824,8.866247791223788,-1.5111460173980176,94,E-commerce,North,Roupas
2023-01-09,13.888539826019823,-3.1337522087762117,4.488853982601983,92,E-commerce,Centro-Oeste,Livros
2023-01-09,6.888539826019824,20.86624779122379,3.4888539826019827,91,Mídia Social,East,Cosméticos
2023-01-10,7.085968013061584,6.1031616156739,1.5085968013061586,102,Loja Física,Centro-Oeste,Alimentos
2023-01-10,8.085968013061585,-10.896838384326099,1.5085968013061586,102,Mídia Social,South,Livros
2023-01-10,5.085968013061584,8.103161615673901,2.5085968013061586,103,E-commerce,Centro-Oeste,Eletrônicos
2023-01-10,9.085968013061585,8.103161615673901,0.5085968013061585,101,Mídia Social,North,Cosméticos
2023-01-10,8.085968013061585,17.1031616156739,2.5085968013061586,103,Mídia Social,East,Livros
2023-01-10,5.085968013061584,-7.8968383843261,2.5085968013061586,100,Loja Física,North,Alimentos
2023-01-10,6.085968013061584,-0.8968383843260996,0.5085968013061585,103,Mídia Social,Centro-Oeste,Cosméticos
2023-01-10,12.085968013061585,-1.8968383843260996,-0.4914031986938415,104,E-commerce,North,Alimentos
2023-01-10,10.085968013061585,5.1031616156739,-2.4914031986938414,102,Loja Física,East,Cosméticos
2023-01-10,8.085968013061585,4.1031616156739,0.5085968013061585,104,E-commerce,South,Alimentos
2023-01-10,12.085968013061585,-10.896838384326099,4.508596801306158,102,Loja Física,South,Alimentos
2023-01-10,7.085968013061584,9.103161615673901,3.5085968013061586,100,E-commerce,East,Alimentos
2023-01-11,10.279533467542294,-13.664559838949248,-0.47204665324577066,112,Mídia Social,Centro-Oeste,Cosméticos
2023-01-11,11.279533467542294,-4.6645598389492475,0.5279533467542293,111,Mídia Social,North,Roupas
2023-01-11,5.279533467542294,18.33544016105075,-3.4720466532457706,113,E-commerce,North,Eletrônicos
2023-01-11,5.279533467542294,3.3354401610507525,-2.4720466532457706,111,Mídia Social,South,Cosméticos
2023-01-11,10.279533467542294,11.335440161050752,-2.4720466532457706,111,Loja Física,Centro-Oeste,Eletrônicos
2023-01-11,5.279533467542294,15.335440161050752,-3.4720466532457706,111,Loja Física,South,Eletrônicos
2023-01-11,11.279533467542294,22.33544016105075,1.5279533467542294,113,Loja Física,North,Alimentos
2023-01-11,13.279533467542294,-6.6645598389492475,2.5279533467542294,113,E-commerce,Centro-Oeste,Alimentos
2023-01-11,9.279533467542294,4.3354401610507525,-1.4720466532457706,114,E-commerce,South,Cosméticos
2023-01-11,13.279533467542294,24.33544016105075,4.527953346754229,113,Loja Física,East,Cosméticos
2023-01-11,5.279533467542294,19.33544016105075,-0.47204665324577066,111,Mídia Social,East,Livros
2023-01-11,6.279533467542294,16.33544016105075,1.5279533467542294,111,E-commerce,East,Roupas
2023-01-12,12.468877750799887,-3.4373466990401367,2.5468877750799885,124,E-commerce,East,Roupas
2023-01-12,14.468877750799887,15.562653300959862,-3.4531122249200115,123,E-commerce,South,Livros
2023-01-12,8.468877750799887,16.562653300959862,-4.4531122249200115,122,Loja Física,South,Cosméticos
2023-01-12,7.468877750799886,-2.4373466990401367,-3.4531122249200115,120,Mídia Social,North,Livros
2023-01-12,9.468877750799887,4.562653300959863,-0.45311222492001135,121,Loja Física,East,Eletrônicos
2023-01-12,10.468877750799887,7.562653300959863,-4.4531122249200115,122,Loja Física,North,Eletrônicos
2023-01-12,9.468877750799887,17.562653300959862,3.5468877750799885,123,E-commerce,North,Eletrônicos
2023-01-12,11.468877750799887,9.562653300959862,-3.4531122249200115,122,Mídia Social,Centro-Oeste,Cosméticos
2023-01-12,10.468877750799887,-0.4373466990401367,-2.4531122249200115,122,Mídia Social,East,Roupas
2023-01-12,8.468877750799887,0.5626533009598633,-3.4531122249200115,122,Mídia Social,South,Eletrônicos
2023-01-12,5.468877750799886,-9.437346699040138,-3.4531122249200115,123,Loja Física,Centro-Oeste,Alimentos
2023-01-12,11.468877750799887,20.562653300959862,-3.4531122249200115,123,E-commerce,Centro-Oeste,Eletrônicos
2023-01-13,8.653650240809666,-12.2156197110284,-0.43463497591903333,130,E-commerce,North,Eletrônicos
2023-01-13,9.653650240809666,2.784380288971599,-0.43463497591903333,130,Loja Física,East,Eletrônicos
2023-01-13,10.653650240809666,12.7843802889716,0.5653650240809667,130,Mídia Social,East,Livros
2023-01-13,12.653650240809666,4.784380288971599,1.5653650240809667,131,Loja Física,South,Eletrônicos
2023-01-13,13.653650240809666,17.784380288971597,-0.43463497591903333,133,Mídia Social,South,Alimentos
2023-01-13,12.653650240809666,-1.2156197110284008,-0.43463497591903333,133,Loja Física,Centro-Oeste,Alimentos
2023-01-13,7.653650240809666,-3.215619711028401,3.5653650240809664,131,E-commerce,South,Alimentos
2023-01-13,9.653650240809666,16.784380288971597,-4.4346349759190336,133,Loja Física,North,Cosméticos
2023-01-13,7.653650240809666,10.7843802889716,-1.4346349759190333,132,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-13,9.653650240809666,18.784380288971597,-3.4346349759190336,131,E-commerce,Centro-Oeste,Eletrônicos
2023-01-13,8.653650240809666,13.7843802889716,1.5653650240809667,130,Mídia Social,North,Roupas
2023-01-13,8.653650240809666,4.784380288971599,-3.4346349759190336,131,E-commerce,East,Cosméticos
2023-01-14,10.833508781455588,5.000210537746706,-2.4166491218544413,142,E-commerce,North,Eletrônicos
2023-01-14,7.833508781455588,9.000210537746707,3.5833508781455587,140,Mídia Social,East,Alimentos
2023-01-14,9.833508781455588,6.000210537746706,4.583350878145559,141,Loja Física,East,Cosméticos
2023-01-14,12.833508781455588,-6.999789462253294,3.5833508781455587,144,Mídia Social,North,Alimentos
2023-01-14,9.833508781455588,-6.999789462253294,-3.4166491218544413,144,Mídia Social,South,Cosméticos
2023-01-14,13.833508781455588,10.000210537746707,-3.4166491218544413,142,Loja Física,South,Cosméticos
2023-01-14,14.833508781455588,24.000210537746707,2.5833508781455587,141,E-commerce,South,Roupas
2023-01-14,7.833508781455588,-4.999789462253294,-4.416649121854441,144,Loja Física,Centro-Oeste,Alimentos
2023-01-14,12.833508781455588,22.000210537746707,-4.416649121854441,144,E-commerce,East,Livros
2023-01-14,6.833508781455588,-2.999789462253294,2.5833508781455587,141,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-14,8.833508781455588,-8.999789462253293,-2.4166491218544413,140,Loja Física,North,Roupas
2023-01-14,8.833508781455588,8.000210537746707,-1.4166491218544413,140,E-commerce,Centro-Oeste,Cosméticos
2023-01-15,11.008120316124613,24.209744379349534,1.6008120316124614,150,Loja Física,North,Alimentos
2023-01-15,13.008120316124613,3.2097443793495346,-1.3991879683875386,150,E-commerce,East,Roupas
2023-01-15,14.008120316124613,-12.790255620650466,-1.3991879683875386,150,Mídia Social,South,Cosméticos
2023-01-15,7.008120316124613,-0.7902556206504654,-0.39918796838753867,152,Loja Física,East,Alimentos
2023-01-15,10.008120316124613,2.2097443793495346,-0.39918796838753867,154,Mídia Social,Centro-Oeste,Alimentos
2023-01-15,15.008120316124613,2.2097443793495346,-4.399187968387539,152,Loja Física,South,Alimentos
2023-01-15,12.008120316124613,7.209744379349535,-4.399187968387539,151,Mídia Social,North,Alimentos
2023-01-15,6.008120316124613,-10.790255620650466,-4.399187968387539,153,E-commerce,North,Alimentos
2023-01-15,12.008120316124613,9.209744379349534,-2.3991879683875386,153,E-commerce,South,Roupas
2023-01-15,8.008120316124613,-0.7902556206504654,-4.399187968387539,151,Mídia Social,East,Roupas
2023-01-15,6.008120316124613,13.209744379349534,-2.3991879683875386,151,E-commerce,Centro-Oeste,Eletrônicos
2023-01-15,12.008120316124613,11.209744379349534,-3.3991879683875386,154,Loja Física,Centro-Oeste,Roupas
2023-01-16,13.177161504450886,-12.587406194658936,-1.3822838495549112,163,Mídia Social,East,Alimentos
2023-01-16,12.177161504450886,9.412593805341064,2.617716150445089,162,Loja Física,North,Alimentos
2023-01-16,8.177161504450886,5.412593805341064,2.617716150445089,164,Mídia Social,Centro-Oeste,Eletrônicos
2023-01-16,14.177161504450886,24.412593805341064,3.617716150445089,164,Mídia Social,South,Livros
2023-01-16,8.177161504450886,17.412593805341064,4.617716150445089,163,Loja Física,East,Alimentos
2023-01-16,8.177161504450886,8.412593805341064,-3.382283849554911,164,E-commerce,East,Eletrônicos
2023-01-16,14.177161504450886,12.412593805341064,-3.382283849554911,162,Mídia Social,North,Eletrônicos
2023-01-16,15.177161504450886,-0.5874061946589357,-2.382283849554911,163,Loja Física,South,Livros
2023-01-16,7.177161504450887,18.412593805341064,-2.382283849554911,163,E-commerce,North,Cosméticos
2023-01-16,11.177161504450886,13.412593805341064,3.617716150445089,161,Loja Física,Centro-Oeste,Alimentos
2023-01-16,9.177161504450886,17.412593805341064,-2.382283849554911,163,E-commerce,South,Eletrônicos
2023-01-16,10.177161504450886,13.412593805341064,-2.382283849554911,161,E-commerce,Centro-Oeste,Eletrônicos
2023-01-17,12.340319321067668,6.608383185281201,-0.3659680678932332,170,E-commerce,Centro-Oeste,Livros
2023-01-17,8.340319321067668,19.608383185281202,2.6340319321067667,171,Mídia Social,East,Roupas
2023-01-17,8.340319321067668,19.608383185281202,4.634031932106767,170,Loja Física,North,Roupas
2023-01-17,9.340319321067668,24.608383185281202,1.6340319321067667,170,E-commerce,South,Livros
2023-01-17,6.340319321067668,13.608383185281202,-2.3659680678932333,174,Mídia Social,South,Alimentos
2023-01-17,6.340319321067668,11.608383185281202,2.6340319321067667,174,Mídia Social,Centro-Oeste,Roupas
2023-01-17,15.340319321067668,-0.39161681471879906,-1.3659680678932333,170,E-commerce,North,Cosméticos
2023-01-17,9.340319321067668,3.608383185281201,-2.3659680678932333,170,Loja Física,South,Alimentos
2023-01-17,13.340319321067668,26.608383185281202,2.6340319321067667,174,Loja Física,Centro-Oeste,Cosméticos
2023-01-17,13.340319321067668,23.608383185281202,3.6340319321067667,172,E-commerce,East,Eletrônicos
2023-01-17,12.340319321067668,3.608383185281201,4.634031932106767,172,Mídia Social,North,Roupas
2023-01-17,11.340319321067668,15.608383185281202,-4.365968067893233,171,Loja Física,East,Eletrônicos
2023-01-18,15.497291635258236,9.796749962309882,-1.3502708364741762,181,Loja Física,East,Alimentos
2023-01-18,10.497291635258236,3.7967499623098826,0.6497291635258237,182,E-commerce,East,Eletrônicos
2023-01-18,6.497291635258236,3.7967499623098826,-0.35027083647417634,182,Mídia Social,East,Roupas
2023-01-18,13.497291635258236,22.79674996230988,4.649729163525824,180,E-commerce,North,Livros
2023-01-18,14.497291635258236,10.796749962309882,-3.3502708364741762,183,Mídia Social,Centro-Oeste,Livros
2023-01-18,14.497291635258236,3.7967499623098826,-0.35027083647417634,184,E-commerce,Centro-Oeste,Alimentos
2023-01-18,9.497291635258236,22.79674996230988,-3.3502708364741762,182,Loja Física,Centro-Oeste,Cosméticos
2023-01-18,9.497291635258236,20.79674996230988,-4.350270836474176,180,Loja Física,North,Eletrônicos
2023-01-18,13.497291635258236,-6.203250037690117,0.6497291635258237,180,E-commerce,South,Cosméticos
2023-01-18,11.497291635258236,3.7967499623098826,-3.3502708364741762,184,Loja Física,South,Livros
2023-01-18,7.497291635258236,-10.203250037690118,-1.3502708364741762,183,Mídia Social,South,Alimentos
2023-01-18,9.497291635258236,-3.2032500376901174,-1.3502708364741762,184,Mídia Social,North,Roupas
2023-01-19,11.647787770432437,7.977345324518924,1.6647787770432436,191,E-commerce,South,Roupas
2023-01-19,8.647787770432437,24.977345324518925,-2.3352212229567564,193,Mídia Social,East,Alimentos
2023-01-19,8.647787770432437,12.977345324518925,3.6647787770432436,190,Mídia Social,North,Livros
2023-01-19,15.647787770432437,9.977345324518925,-1.3352212229567564,191,E-commerce,East,Roupas
2023-01-19,15.647787770432437,3.9773453245189243,3.6647787770432436,190,E-commerce,North,Cosméticos
2023-01-19,7.647787770432437,3.9773453245189243,3.6647787770432436,190,Mídia Social,South,Eletrônicos
2023-01-19,8.647787770432437,7.977345324518924,2.6647787770432436,191,Mídia Social,Centro-Oeste,Cosméticos
2023-01-19,7.647787770432437,25.977345324518925,1.6647787770432436,194,E-commerce,Centro-Oeste,Cosméticos
2023-01-19,15.647787770432437,4.977345324518924,-2.3352212229567564,190,Loja Física,North,Alimentos
2023-01-19,10.647787770432437,6.977345324518924,1.6647787770432436,190,Loja Física,East,Alimentos
2023-01-19,7.647787770432437,0.9773453245189243,2.6647787770432436,192,Loja Física,South,Livros
2023-01-19,13.647787770432437,5.977345324518924,-3.3352212229567564,193,Loja Física,Centro-Oeste,Roupas
2023-01-20,7.791529042392812,12.149834850871374,-4.320847095760719,204,E-commerce,East,Livros
2023-01-20,10.791529042392812,22.149834850871372,0.6791529042392812,200,Mídia Social,Centro-Oeste,Roupas
2023-01-20,15.791529042392812,15.149834850871374,-2.320847095760719,204,Loja Física,North,Livros
2023-01-20,7.791529042392812,17.149834850871372,-3.320847095760719,201,Mídia Social,North,Roupas
2023-01-20,11.791529042392812,-9.850165149128626,-4.320847095760719,203,Mídia Social,East,Roupas
2023-01-20,7.791529042392812,4.149834850871374,-0.3208470957607188,200,E-commerce,South,Roupas
2023-01-20,15.791529042392812,22.149834850871372,0.6791529042392812,200,E-commerce,North,Roupas
2023-01-20,14.791529042392812,26.149834850871372,-4.320847095760719,204,E-commerce,Centro-Oeste,Cosméticos
2023-01-20,6.791529042392812,8.149834850871374,-4.320847095760719,204,Loja Física,Centro-Oeste,Alimentos
2023-01-20,7.791529042392812,25.149834850871372,4.679152904239281,200,Loja Física,East,Cosméticos
2023-01-20,12.791529042392812,12.149834850871374,-0.3208470957607188,202,Loja Física,South,Livros
2023-01-20,9.791529042392812,13.149834850871374,-3.320847095760719,203,Mídia Social,South,Cosméticos
2023-01-21,9.928249275393572,-5.6861008695277135,0.6928249275393572,211,Mídia Social,East,Livros
2023-01-21,9.928249275393572,12.313899130472286,-0.3071750724606428,214,Loja Física,Centro-Oeste,Livros
2023-01-21,7.928249275393572,2.3138991304722865,-0.3071750724606428,212,Mídia Social,South,Cosméticos
2023-01-21,10.928249275393572,4.3138991304722865,1.6928249275393572,210,E-commerce,Centro-Oeste,Alimentos
2023-01-21,8.928249275393572,15.313899130472286,1.6928249275393572,211,Mídia Social,North,Roupas
2023-01-21,8.928249275393572,10.313899130472286,-1.3071750724606428,211,Mídia Social,Centro-Oeste,Cosméticos
2023-01-21,15.928249275393572,13.313899130472286,3.692824927539357,212,Loja Física,North,Cosméticos
2023-01-21,10.928249275393572,-0.6861008695277135,-1.3071750724606428,214,E-commerce,South,Cosméticos
2023-01-21,6.928249275393572,-2.6861008695277135,2.692824927539357,212,E-commerce,East,Eletrônicos
2023-01-21,11.928249275393572,21.313899130472286,-4.307175072460643,213,Loja Física,East,Roupas
2023-01-21,6.928249275393572,-10.686100869527714,-3.307175072460643,212,E-commerce,North,Alimentos
2023-01-21,6.928249275393572,16.313899130472286,-1.3071750724606428,212,Loja Física,South,Roupas
2023-01-22,16.057695295036805,6.469234354044165,1.7057695295036805,223,Mídia Social,Centro-Oeste,Alimentos
2023-01-22,11.057695295036805,15.469234354044165,-2.2942304704963195,224,Mídia Social,South,Roupas
2023-01-22,15.057695295036805,1.4692343540441648,-2.2942304704963195,223,Mídia Social,North,Eletrônicos
2023-01-22,14.057695295036805,22.469234354044165,3.7057695295036805,223,Loja Física,South,Roupas
2023-01-22,8.057695295036805,25.469234354044165,-4.29423047049632,222,E-commerce,Centro-Oeste,Roupas
2023-01-22,12.057695295036805,22.469234354044165,-1.2942304704963195,220,E-commerce,North,Eletrônicos
2023-01-22,13.057695295036805,1.4692343540441648,0.7057695295036805,220,Loja Física,East,Eletrônicos
2023-01-22,8.057695295036805,1.4692343540441648,2.7057695295036805,221,Mídia Social,East,Cosméticos
2023-01-22,13.057695295036805,13.469234354044165,-3.2942304704963195,221,Loja Física,Centro-Oeste,Livros
2023-01-22,11.057695295036805,-11.530765645955835,2.7057695295036805,223,Loja Física,North,Alimentos
2023-01-22,14.057695295036805,17.469234354044165,3.7057695295036805,223,E-commerce,East,Roupas
2023-01-22,10.057695295036805,1.4692343540441648,-3.2942304704963195,224,E-commerce,South,Alimentos
2023-01-23,10.179627397093185,10.615552876511822,-1.2820372602906813,230,E-commerce,East,Roupas
2023-01-23,13.179627397093185,17.61555287651182,-4.282037260290681,234,Loja Física,South,Roupas
2023-01-23,7.179627397093185,3.6155528765118223,-3.2820372602906813,231,Loja Física,Centro-Oeste,Cosméticos
2023-01-23,12.179627397093185,19.61555287651182,-3.2820372602906813,230,Loja Física,East,Cosméticos
2023-01-23,10.179627397093185,-6.384447123488178,-0.28203726029068144,234,Mídia Social,Centro-Oeste,Cosméticos
2023-01-23,13.179627397093185,18.61555287651182,-0.28203726029068144,230,Mídia Social,South,Roupas
2023-01-23,14.179627397093185,-11.384447123488178,2.7179627397093187,231,Loja Física,North,Eletrônicos
2023-01-23,14.179627397093185,12.615552876511822,2.7179627397093187,233,Mídia Social,East,Roupas
